Number,Meaning,DrawDate,DrawID,PrizeType,PrizeDesc,PrizeDescZh
7400,Tea,01/06/1997,066/97,S,SPECIAL PRIZE,特别奖
7400,Tea,06/12/2020,444/20,C,CONSOLATION PRIZE,安慰奖
7400,Tea,09/08/2009,433/09,C,CONSOLATION PRIZE,安慰奖
7400,Tea,10/12/1994,148/94,C,CONSOLATION PRIZE,安慰奖
7400,Tea,12/09/2004,110/04,C,CONSOLATION PRIZE,安慰奖
7400,Tea,13/04/2025,189/25,3,3RD PRIZE,三奖
7400,Tea,14/12/1992,150/92,C,CONSOLATION PRIZE,安慰奖
7400,Tea,16/07/2023,901/23,S,SPECIAL PRIZE,特别奖
7400,Tea,19/05/2018,009/18,C,CONSOLATION PRIZE,安慰奖
7400,Tea,19/11/1990,139/90,3,3RD PRIZE,三奖
7400,Tea,24/07/1996,088/96,C,CONSOLATION PRIZE,安慰奖
7400,Tea,25/01/1992,011/92,C,CONSOLATION PRIZE,安慰奖
7400,Tea,26/03/2003,037/03,1,1ST PRIZE,首奖
7400,Tea,29/09/2024,100/24,C,CONSOLATION PRIZE,安慰奖
7400,Tea,29/10/2003,130/03,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,02/05/1994,053/94,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,03/09/2016,696/16,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,04/06/1995,067/95,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,04/11/2018,093/18,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,05/10/2004,908/04,1,1ST PRIZE,首奖
7401,Martial Arts,06/12/1986,146/86,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,08/11/2016,730/16,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,09/09/1991,108/91,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,09/11/2002,134/02,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,13/01/1996,005/96,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,18/04/2009,379/09,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,21/12/2005,153/05,S,SPECIAL PRIZE,特别奖
7401,Martial Arts,22/09/2024,097/24,C,CONSOLATION PRIZE,安慰奖
7401,Martial Arts,29/07/2026,401/26,S,SPECIAL PRIZE,特别奖
7402,Martin Luther King,06/06/2012,935/12,C,CONSOLATION PRIZE,安慰奖
7402,Martin Luther King,08/04/1989,042/89,S,SPECIAL PRIZE,特别奖
7402,Martin Luther King,09/12/2009,493/09,C,CONSOLATION PRIZE,安慰奖
7402,Martin Luther King,10/01/2007,004/07,C,CONSOLATION PRIZE,安慰奖
7402,Martin Luther King,15/07/1991,084/91,S,SPECIAL PRIZE,特别奖
7402,Martin Luther King,18/05/2024,039/24,C,CONSOLATION PRIZE,安慰奖
7402,Martin Luther King,18/06/2003,073/03,C,CONSOLATION PRIZE,安慰奖
7402,Martin Luther King,22/02/2006,023/06,S,SPECIAL PRIZE,特别奖
7402,Martin Luther King,22/08/1987,101/87,S,SPECIAL PRIZE,特别奖
7402,Martin Luther King,28/10/1995,129/95,2,2ND PRIZE,二奖
7402,Martin Luther King,29/12/2010,680/10,3,3RD PRIZE,三奖
7403,Salted Fish Porridge,03/03/2019,151/19,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,03/08/1991,092/91,C,CONSOLATION PRIZE,安慰奖
7403,Salted Fish Porridge,03/11/1988,132/88,C,CONSOLATION PRIZE,安慰奖
7403,Salted Fish Porridge,05/04/2008,210/08,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,05/08/2015,501/15,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,07/04/1990,042/90,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,11/07/1992,083/92,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,13/07/1989,083/89,C,CONSOLATION PRIZE,安慰奖
7403,Salted Fish Porridge,22/03/2006,035/06,C,CONSOLATION PRIZE,安慰奖
7403,Salted Fish Porridge,25/09/2024,098/24,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,27/10/1990,129/90,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,29/07/2009,428/09,S,SPECIAL PRIZE,特别奖
7403,Salted Fish Porridge,29/08/1988,104/88,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,01/05/2002,052/02,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,03/02/1992,015/92,3,3RD PRIZE,三奖
7404,Mashed Potato,03/08/2005,093/05,C,CONSOLATION PRIZE,安慰奖
7404,Mashed Potato,03/11/2010,654/10,1,1ST PRIZE,首奖
7404,Mashed Potato,06/08/1997,094/97,C,CONSOLATION PRIZE,安慰奖
7404,Mashed Potato,07/11/1998,133/98,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,08/06/2022,706/22,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,11/08/1985,048/85,1,1ST PRIZE,首奖
7404,Mashed Potato,13/04/1986,045/86,3,3RD PRIZE,三奖
7404,Mashed Potato,13/09/1997,110/97,3,3RD PRIZE,三奖
7404,Mashed Potato,14/04/1988,045/88,C,CONSOLATION PRIZE,安慰奖
7404,Mashed Potato,23/09/1995,114/95,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,28/03/2026,346/26,S,SPECIAL PRIZE,特别奖
7404,Mashed Potato,29/08/2009,442/09,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,01/05/2018,001/18,S,SPECIAL PRIZE,特别奖
7405,Masking Tape,02/09/1989,105/89,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,03/07/2004,079/04,1,1ST PRIZE,首奖
7405,Masking Tape,06/06/2018,017/18,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,09/04/2003,043/03,1,1ST PRIZE,首奖
7405,Masking Tape,09/08/2022,738/22,3,3RD PRIZE,三奖
7405,Masking Tape,11/01/1997,005/97,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,11/01/2004,005/04,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,11/11/1991,135/91,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,13/07/2022,723/22,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,19/11/2023,957/23,S,SPECIAL PRIZE,特别奖
7405,Masking Tape,20/01/2010,513/10,S,SPECIAL PRIZE,特别奖
7405,Masking Tape,21/07/2010,603/10,S,SPECIAL PRIZE,特别奖
7405,Masking Tape,22/07/2012,958/12,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,23/11/2005,141/05,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,24/04/1989,049/89,C,CONSOLATION PRIZE,安慰奖
7405,Masking Tape,28/10/2015,541/15,S,SPECIAL PRIZE,特别奖
7405,Masking Tape,30/05/2018,014/18,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),02/04/2016,621/16,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),06/05/2018,004/18,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),08/05/1993,055/93,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),08/07/1995,081/95,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),09/02/2000,018/00,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),13/01/1990,006/90,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),13/01/2018,944/18,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),13/10/2021,594/21,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),14/02/1987,020/87,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),15/02/2022,655/22,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),16/07/2014,312/14,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),16/09/2006,111/06,2,2ND PRIZE,二奖
7406,Wireless Fidelity (Wi-Fi),20/08/2019,227/19,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),20/09/2000,114/00,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),22/06/1997,075/97,C,CONSOLATION PRIZE,安慰奖
7406,Wireless Fidelity (Wi-Fi),22/11/2003,140/03,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),24/04/2011,737/11,S,SPECIAL PRIZE,特别奖
7406,Wireless Fidelity (Wi-Fi),26/12/2015,570/15,S,SPECIAL PRIZE,特别奖
7407,Masseur,01/02/1987,015/87,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,04/06/1992,067/92,3,3RD PRIZE,三奖
7407,Masseur,04/09/1989,106/89,S,SPECIAL PRIZE,特别奖
7407,Masseur,05/04/2014,263/14,S,SPECIAL PRIZE,特别奖
7407,Masseur,05/11/2019,263/19,S,SPECIAL PRIZE,特别奖
7407,Masseur,06/07/2014,308/14,S,SPECIAL PRIZE,特别奖
7407,Masseur,07/06/2006,068/06,S,SPECIAL PRIZE,特别奖
7407,Masseur,08/04/1989,042/89,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,09/02/1989,017/89,S,SPECIAL PRIZE,特别奖
7407,Masseur,14/04/2001,044/01,S,SPECIAL PRIZE,特别奖
7407,Masseur,14/07/1985,036/85,S,SPECIAL PRIZE,特别奖
7407,Masseur,14/10/2018,083/18,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,16/08/2026,409/26,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,17/02/2008,190/08,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,17/08/2013,149/13,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,18/09/2016,704/16,S,SPECIAL PRIZE,特别奖
7407,Masseur,18/09/2022,758/22,S,SPECIAL PRIZE,特别奖
7407,Masseur,18/10/1990,125/90,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,19/10/2008,295/08,S,SPECIAL PRIZE,特别奖
7407,Masseur,20/02/2000,023/00,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,22/05/1986,061/86,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,25/01/1993,011/93,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,26/05/1996,063/96,S,SPECIAL PRIZE,特别奖
7407,Masseur,28/03/2010,547/10,C,CONSOLATION PRIZE,安慰奖
7407,Masseur,29/08/1992,104/92,3,3RD PRIZE,三奖
7408,Car And Bicycle Accident,01/02/2011,696/11,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,03/01/2007,001/07,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,03/09/2016,696/16,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,07/01/2024,979/24,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,08/03/1987,030/87,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,15/07/2012,954/12,1,1ST PRIZE,首奖
7408,Car And Bicycle Accident,17/01/2015,402/15,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,17/02/2021,479/21,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,19/11/1990,139/90,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,20/08/2011,792/11,S,SPECIAL PRIZE,特别奖
7408,Car And Bicycle Accident,23/02/2010,531/10,2,2ND PRIZE,二奖
7408,Car And Bicycle Accident,25/05/1997,063/97,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,25/05/2003,063/03,3,3RD PRIZE,三奖
7408,Car And Bicycle Accident,26/09/2020,410/20,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,27/09/2016,708/16,C,CONSOLATION PRIZE,安慰奖
7408,Car And Bicycle Accident,27/09/2017,891/17,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,01/10/2016,710/16,S,SPECIAL PRIZE,特别奖
7409,Masters Degree,03/08/2019,219/19,S,SPECIAL PRIZE,特别奖
7409,Masters Degree,05/02/2017,776/17,1,1ST PRIZE,首奖
7409,Masters Degree,05/06/2002,067/02,S,SPECIAL PRIZE,特别奖
7409,Masters Degree,05/12/2018,109/18,S,SPECIAL PRIZE,特别奖
7409,Masters Degree,06/01/2010,507/10,S,SPECIAL PRIZE,特别奖
7409,Masters Degree,10/09/1987,109/87,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,14/05/2000,059/00,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,15/07/2017,853/17,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,19/05/2024,040/24,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,21/11/2020,436/20,C,CONSOLATION PRIZE,安慰奖
7409,Masters Degree,29/11/1998,143/98,2,2ND PRIZE,二奖
7410,Masturbating,03/03/1996,027/96,S,SPECIAL PRIZE,特别奖
7410,Masturbating,04/07/2010,595/10,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,05/05/1990,054/90,S,SPECIAL PRIZE,特别奖
7410,Masturbating,07/04/2021,503/21,2,2ND PRIZE,二奖
7410,Masturbating,07/05/1987,055/87,S,SPECIAL PRIZE,特别奖
7410,Masturbating,07/12/1994,147/94,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,10/02/2007,018/07,S,SPECIAL PRIZE,特别奖
7410,Masturbating,10/10/2009,463/09,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,11/01/2020,293/20,S,SPECIAL PRIZE,特别奖
7410,Masturbating,12/05/2012,923/12,S,SPECIAL PRIZE,特别奖
7410,Masturbating,13/07/2016,671/16,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,13/10/2012,997/12,S,SPECIAL PRIZE,特别奖
7410,Masturbating,16/07/2017,854/17,3,3RD PRIZE,三奖
7410,Masturbating,17/01/1999,008/99,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,22/01/1995,010/95,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,22/01/2014,226/14,S,SPECIAL PRIZE,特别奖
7410,Masturbating,23/08/2003,101/03,2,2ND PRIZE,二奖
7410,Masturbating,26/12/1991,154/91,3,3RD PRIZE,三奖
7410,Masturbating,27/04/1991,050/91,C,CONSOLATION PRIZE,安慰奖
7410,Masturbating,29/11/1990,143/90,S,SPECIAL PRIZE,特别奖
7410,Masturbating,31/03/2007,041/07,C,CONSOLATION PRIZE,安慰奖
7411,Matador,02/11/2013,186/13,S,SPECIAL PRIZE,特别奖
7411,Matador,04/01/2017,759/17,C,CONSOLATION PRIZE,安慰奖
7411,Matador,04/02/2017,775/17,S,SPECIAL PRIZE,特别奖
7411,Matador,04/08/1999,093/99,S,SPECIAL PRIZE,特别奖
7411,Matador,07/11/1991,133/91,C,CONSOLATION PRIZE,安慰奖
7411,Matador,09/11/1991,134/91,C,CONSOLATION PRIZE,安慰奖
7411,Matador,11/11/2001,135/01,S,SPECIAL PRIZE,特别奖
7411,Matador,12/07/2000,084/00,C,CONSOLATION PRIZE,安慰奖
7411,Matador,20/11/2007,149/07,C,CONSOLATION PRIZE,安慰奖
7411,Matador,23/02/2011,708/11,C,CONSOLATION PRIZE,安慰奖
7411,Matador,25/10/2025,275/25,C,CONSOLATION PRIZE,安慰奖
7411,Matador,27/01/2015,407/15,S,SPECIAL PRIZE,特别奖
7411,Matador,30/05/2012,932/12,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,02/07/2025,225/25,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,03/01/2016,575/16,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,04/08/1994,093/94,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,05/08/2020,387/20,C,CONSOLATION PRIZE,安慰奖
7412,Maternal Grandfather Passed Away,15/08/1985,049/85,C,CONSOLATION PRIZE,安慰奖
7412,Maternal Grandfather Passed Away,19/12/2020,449/20,C,CONSOLATION PRIZE,安慰奖
7412,Maternal Grandfather Passed Away,22/02/1998,023/98,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,22/08/1985,052/85,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,23/05/2010,575/10,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,24/11/2012,018/12,2,2ND PRIZE,二奖
7412,Maternal Grandfather Passed Away,25/03/2000,037/00,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,26/03/2013,080/13,C,CONSOLATION PRIZE,安慰奖
7412,Maternal Grandfather Passed Away,26/05/2004,063/04,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,28/08/1996,103/96,1,1ST PRIZE,首奖
7412,Maternal Grandfather Passed Away,29/01/2023,825/23,C,CONSOLATION PRIZE,安慰奖
7412,Maternal Grandfather Passed Away,29/03/1997,038/97,S,SPECIAL PRIZE,特别奖
7412,Maternal Grandfather Passed Away,31/03/2004,039/04,S,SPECIAL PRIZE,特别奖
7413,Mattock,04/01/1995,002/95,S,SPECIAL PRIZE,特别奖
7413,Mattock,09/12/2009,493/09,S,SPECIAL PRIZE,特别奖
7413,Mattock,10/08/2019,222/19,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,10/09/1992,109/92,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,10/12/2000,149/00,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,14/01/1989,006/89,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,14/11/1991,136/91,3,3RD PRIZE,三奖
7413,Mattock,15/01/2014,223/14,S,SPECIAL PRIZE,特别奖
7413,Mattock,17/12/1992,151/92,1,1ST PRIZE,首奖
7413,Mattock,19/03/2003,034/03,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,19/07/2015,492/15,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,19/08/2026,410/26,S,SPECIAL PRIZE,特别奖
7413,Mattock,20/01/1996,008/96,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,21/08/1993,100/93,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,24/08/2008,271/08,3,3RD PRIZE,三奖
7413,Mattock,25/01/2022,644/22,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,26/10/2010,649/10,C,CONSOLATION PRIZE,安慰奖
7413,Mattock,27/08/2005,103/05,S,SPECIAL PRIZE,特别奖
7413,Mattock,28/02/1998,025/98,S,SPECIAL PRIZE,特别奖
7413,Mattock,29/06/1992,078/92,S,SPECIAL PRIZE,特别奖
7413,Mattock,29/07/2012,961/12,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,02/10/1989,118/89,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,02/10/2019,248/19,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,04/03/1991,027/91,2,2ND PRIZE,二奖
7414,Mauritania Flag,05/02/2022,649/22,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,05/03/1995,028/95,1,1ST PRIZE,首奖
7414,Mauritania Flag,08/05/2021,516/21,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,08/09/1990,108/90,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,10/04/1993,043/93,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,13/02/1988,019/88,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,15/09/2007,119/07,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,16/02/2025,165/25,2,2ND PRIZE,二奖
7414,Mauritania Flag,21/01/1991,009/91,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,22/02/1987,024/87,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,28/04/1990,051/90,C,CONSOLATION PRIZE,安慰奖
7414,Mauritania Flag,28/07/2001,089/01,S,SPECIAL PRIZE,特别奖
7414,Mauritania Flag,31/05/1990,065/90,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,03/10/1988,119/88,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,05/01/2022,635/22,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,05/05/2024,034/24,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,06/02/2005,017/05,1,1ST PRIZE,首奖
7415,Going To Brunei,09/10/1994,122/94,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,11/01/2025,146/25,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,11/05/2008,226/08,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,12/02/2022,653/22,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,14/01/1991,006/91,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,18/04/2004,047/04,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,20/03/2022,670/22,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,20/07/2003,087/03,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,20/09/2014,343/14,2,2ND PRIZE,二奖
7415,Going To Brunei,22/02/2006,023/06,3,3RD PRIZE,三奖
7415,Going To Brunei,24/05/1990,062/90,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,24/12/2025,302/25,S,SPECIAL PRIZE,特别奖
7415,Going To Brunei,26/09/1987,116/87,C,CONSOLATION PRIZE,安慰奖
7415,Going To Brunei,27/01/2007,011/07,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,01/03/2005,906/05,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,01/03/2020,318/20,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,01/08/2001,091/01,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,01/10/1997,118/97,1,1ST PRIZE,首奖
7416,Banana Tree,05/12/2001,145/01,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,06/04/2021,502/21,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,08/07/2023,897/23,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,09/12/2017,928/17,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,10/01/2016,579/16,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,15/12/2007,161/07,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,16/11/1986,138/86,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,16/11/2019,268/19,1,1ST PRIZE,首奖
7416,Banana Tree,18/02/1989,021/89,3,3RD PRIZE,三奖
7416,Banana Tree,19/12/2015,566/15,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,22/02/1992,023/92,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,29/05/2001,903/01,S,SPECIAL PRIZE,特别奖
7416,Banana Tree,30/12/1989,156/89,C,CONSOLATION PRIZE,安慰奖
7416,Banana Tree,31/12/2025,306/25,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,03/08/1997,093/97,1,1ST PRIZE,首奖
7417,Mayonnaise,09/08/2003,095/03,C,CONSOLATION PRIZE,安慰奖
7417,Mayonnaise,13/03/1999,031/99,C,CONSOLATION PRIZE,安慰奖
7417,Mayonnaise,13/11/2002,136/02,2,2ND PRIZE,二奖
7417,Mayonnaise,15/09/1996,111/96,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,16/11/1994,138/94,C,CONSOLATION PRIZE,安慰奖
7417,Mayonnaise,18/06/2022,711/22,C,CONSOLATION PRIZE,安慰奖
7417,Mayonnaise,21/07/1996,087/96,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,21/10/2017,903/17,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,24/06/2023,890/23,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,26/07/2022,730/22,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,26/11/2013,198/13,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,27/06/2004,077/04,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,29/03/1986,038/86,S,SPECIAL PRIZE,特别奖
7417,Mayonnaise,30/03/2025,183/25,C,CONSOLATION PRIZE,安慰奖
7417,Mayonnaise,31/08/1989,104/89,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,02/05/2004,053/04,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,03/09/2005,106/05,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,04/01/1995,002/95,2,2ND PRIZE,二奖
7418,Going To Turkey,04/11/2006,132/06,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,05/03/1987,028/87,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,05/04/2017,806/17,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,08/03/1986,029/86,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,08/08/2001,094/01,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,11/09/2005,110/05,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,12/01/1989,005/89,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,12/03/2006,031/06,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,13/07/1989,083/89,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,17/04/1996,046/96,3,3RD PRIZE,三奖
7418,Going To Turkey,17/08/2025,246/25,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,18/04/1992,047/92,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,19/03/1994,034/94,2,2ND PRIZE,二奖
7418,Going To Turkey,19/07/2009,423/09,S,SPECIAL PRIZE,特别奖
7418,Going To Turkey,28/01/2023,824/23,C,CONSOLATION PRIZE,安慰奖
7418,Going To Turkey,28/07/2002,090/02,3,3RD PRIZE,三奖
7419,Meat Pie,01/01/2017,757/17,S,SPECIAL PRIZE,特别奖
7419,Meat Pie,02/05/2015,455/15,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,03/07/2004,079/04,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,06/03/1999,028/99,S,SPECIAL PRIZE,特别奖
7419,Meat Pie,06/08/2011,786/11,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,07/06/2003,068/03,1,1ST PRIZE,首奖
7419,Meat Pie,08/02/1997,017/97,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,19/06/2024,054/24,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,20/12/2006,152/06,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,21/07/1996,087/96,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,23/07/1990,088/90,C,CONSOLATION PRIZE,安慰奖
7419,Meat Pie,30/12/2006,156/06,S,SPECIAL PRIZE,特别奖
7420,Medical Center,01/04/2006,039/06,C,CONSOLATION PRIZE,安慰奖
7420,Medical Center,05/10/1994,120/94,2,2ND PRIZE,二奖
7420,Medical Center,05/12/2010,669/10,S,SPECIAL PRIZE,特别奖
7420,Medical Center,07/01/1996,003/96,S,SPECIAL PRIZE,特别奖
7420,Medical Center,08/03/1995,029/95,2,2ND PRIZE,二奖
7420,Medical Center,08/04/2026,352/26,S,SPECIAL PRIZE,特别奖
7420,Medical Center,10/10/1987,122/87,C,CONSOLATION PRIZE,安慰奖
7420,Medical Center,16/03/2002,032/02,C,CONSOLATION PRIZE,安慰奖
7420,Medical Center,18/07/1985,037/85,S,SPECIAL PRIZE,特别奖
7420,Medical Center,19/12/2004,152/04,S,SPECIAL PRIZE,特别奖
